value,location,sample date,measure
0,Kannika,13-May-16,Anionic active surfactants
0,Kannika,13-May-16,Petroleum hydrocarbons
0,Kannika,13-May-16,Atrazine
0,Kannika,13-May-16,"p,p-DDT"
0,Kannika,13-May-16,gamma-Hexachlorocyclohexane
15.8,Kannika,13-May-16,Water temperature
8.68,Kannika,13-May-16,Dissolved oxygen
87.94,Kannika,13-May-16,Oxygen saturation
183.87,Kannika,13-May-16,Total hardness
168.36,Kannika,13-May-16,Bicarbonates
278,Kannika,13-May-16,Total dissolved salts
0.089,Kannika,13-May-16,Ammonium
0.022,Kannika,13-May-16,Nitrites
1.069,Kannika,13-May-16,Nitrates
1.42,Kannika,13-May-16,Total nitrogen
0.026,Kannika,13-May-16,Orthophosphate-phosphorus
0.14,Kannika,13-May-16,Total phosphorus
0.08,Kannika,13-May-16,Total dissolved phosphorus
53.17,Kannika,13-May-16,Calcium
12.52,Kannika,13-May-16,Magnesium
25.99,Kannika,13-May-16,Chlorides
47.78,Kannika,13-May-16,Sulphates
0,Kannika,13-May-16,Zinc
12.38,Kannika,13-May-16,Copper
1.2,Kannika,13-May-16,Chromium
2.42,Kannika,13-May-16,Lead
0,Kannika,13-May-16,Cadmium
0,Kannika,13-May-16,Mercury
2.63,Kannika,13-May-16,Nickel
2.4,Kannika,13-May-16,Arsenic
1.8,Kannika,13-May-16,Biochemical Oxygen
16.25,Kannika,13-May-16,Chemical Oxygen Demand (Cr)
3.96,Kannika,13-May-16,Chemical Oxygen Demand (Mn)
0,Kannika,13-May-16,Anionic active surfactants
0,Kannika,13-May-16,Petroleum hydrocarbons
0,Kannika,13-May-16,Atrazine
0,Kannika,13-May-16,"p,p-DDT"
0,Kannika,13-May-16,gamma-Hexachlorocyclohexane
16,Kannika,13-May-16,Water temperature
8.87,Kannika,13-May-16,Dissolved oxygen
89.87,Kannika,13-May-16,Oxygen saturation
181.92,Kannika,13-May-16,Total hardness
174.46,Kannika,13-May-16,Bicarbonates
276.2,Kannika,13-May-16,Total dissolved salts
0.083,Kannika,13-May-16,Ammonium
0.02,Kannika,13-May-16,Nitrites
1.101,Kannika,13-May-16,Nitrates
1.44,Kannika,13-May-16,Total nitrogen
0.024,Kannika,13-May-16,Orthophosphate-phosphorus
0.147,Kannika,13-May-16,Total phosphorus
0.081,Kannika,13-May-16,Total dissolved phosphorus
53.96,Kannika,13-May-16,Calcium
11.56,Kannika,13-May-16,Magnesium
25.6,Kannika,13-May-16,Chlorides
47.44,Kannika,13-May-16,Sulphates
0,Kannika,13-May-16,Zinc
18.37,Kannika,13-May-16,Copper
1.29,Kannika,13-May-16,Chromium
2.34,Kannika,13-May-16,Lead
0,Kannika,13-May-16,Cadmium
0,Kannika,13-May-16,Mercury
2.6,Kannika,13-May-16,Nickel
2.5,Kannika,13-May-16,Arsenic
1.84,Kannika,13-May-16,Biochemical Oxygen
16.64,Kannika,13-May-16,Chemical Oxygen Demand (Cr)
3.96,Kannika,13-May-16,Chemical Oxygen Demand (Mn)
0,Kannika,13-May-16,Anionic active surfactants
0,Kannika,13-May-16,Petroleum hydrocarbons
0,Kannika,13-May-16,Atrazine
0,Kannika,13-May-16,"p,p-DDT"
0,Kannika,13-May-16,gamma-Hexachlorocyclohexane
16,Sakda,13-May-16,Water temperature
8.05,Sakda,13-May-16,Dissolved oxygen
81.56,Sakda,13-May-16,Oxygen saturation
197.758,Sakda,13-May-16,Total hardness
177.51,Sakda,13-May-16,Bicarbonates
277.8,Sakda,13-May-16,Total dissolved salts
0.284,Sakda,13-May-16,Ammonium
0.028,Sakda,13-May-16,Nitrites
1.189,Sakda,13-May-16,Nitrates
1.8,Sakda,13-May-16,Total nitrogen
0.032,Sakda,13-May-16,Orthophosphate-phosphorus
0.137,Sakda,13-May-16,Total phosphorus
0.083,Sakda,13-May-16,Total dissolved phosphorus
54.76,Sakda,13-May-16,Calcium
14.93,Sakda,13-May-16,Magnesium
26.39,Sakda,13-May-16,Chlorides
38.33,Sakda,13-May-16,Sulphates
0,Sakda,13-May-16,Zinc
14.52,Sakda,13-May-16,Copper
2.17,Sakda,13-May-16,Chromium
3.16,Sakda,13-May-16,Lead
0,Sakda,13-May-16,Cadmium
0,Sakda,13-May-16,Mercury
4.83,Sakda,13-May-16,Nickel
2.5,Sakda,13-May-16,Arsenic
1.1,Sakda,13-May-16,Biochemical Oxygen
16.25,Sakda,13-May-16,Chemical Oxygen Demand (Cr)
3.64,Sakda,13-May-16,Chemical Oxygen Demand (Mn)
0,Sakda,13-May-16,Anionic active surfactants
0,Sakda,13-May-16,Petroleum hydrocarbons
0,Sakda,13-May-16,Atrazine
0,Sakda,13-May-16,"p,p-DDT"
0,Sakda,13-May-16,gamma-Hexachlorocyclohexane
16,Sakda,13-May-16,Water temperature
8.16,Sakda,13-May-16,Dissolved oxygen
82.67,Sakda,13-May-16,Oxygen saturation
193.664,Sakda,13-May-16,Total hardness
174.46,Sakda,13-May-16,Bicarbonates
270.6,Sakda,13-May-16,Total dissolved salts
0.267,Sakda,13-May-16,Ammonium
0.027,Sakda,13-May-16,Nitrites
1.18,Sakda,13-May-16,Nitrates
1.77,Sakda,13-May-16,Total nitrogen
0.03,Sakda,13-May-16,Orthophosphate-phosphorus
0.133,Sakda,13-May-16,Total phosphorus
0.08,Sakda,13-May-16,Total dissolved phosphorus
53.96,Sakda,13-May-16,Calcium
14.45,Sakda,13-May-16,Magnesium
25.99,Sakda,13-May-16,Chlorides
46.51,Sakda,13-May-16,Sulphates
0,Sakda,13-May-16,Zinc
14.38,Sakda,13-May-16,Copper
2.18,Sakda,13-May-16,Chromium
3.11,Sakda,13-May-16,Lead
0,Sakda,13-May-16,Cadmium
0,Sakda,13-May-16,Mercury
4.27,Sakda,13-May-16,Nickel
2.5,Sakda,13-May-16,Arsenic
0.98,Sakda,13-May-16,Biochemical Oxygen
15.87,Sakda,13-May-16,Chemical Oxygen Demand (Cr)
3.58,Sakda,13-May-16,Chemical Oxygen Demand (Mn)
0,Sakda,13-May-16,Anionic active surfactants
0,Sakda,13-May-16,Petroleum hydrocarbons
0,Sakda,13-May-16,Atrazine
0,Sakda,13-May-16,"p,p-DDT"
0,Sakda,13-May-16,gamma-Hexachlorocyclohexane
16,Sakda,13-May-16,Water temperature
8.1,Sakda,13-May-16,Dissolved oxygen
82.07,Sakda,13-May-16,Oxygen saturation
197.758,Sakda,13-May-16,Total hardness
177.51,Sakda,13-May-16,Bicarbonates
268.4,Sakda,13-May-16,Total dissolved salts
0.291,Sakda,13-May-16,Ammonium
0.029,Sakda,13-May-16,Nitrites
1.15,Sakda,13-May-16,Nitrates
1.76,Sakda,13-May-16,Total nitrogen
0.031,Sakda,13-May-16,Orthophosphate-phosphorus
0.136,Sakda,13-May-16,Total phosphorus
0.082,Sakda,13-May-16,Total dissolved phosphorus
55.55,Sakda,13-May-16,Calcium
14.45,Sakda,13-May-16,Magnesium
25.6,Sakda,13-May-16,Chlorides
46.46,Sakda,13-May-16,Sulphates
0,Sakda,13-May-16,Zinc
13.59,Sakda,13-May-16,Copper
2.16,Sakda,13-May-16,Chromium
3.07,Sakda,13-May-16,Lead
0,Sakda,13-May-16,Cadmium
0,Sakda,13-May-16,Mercury
4.56,Sakda,13-May-16,Nickel
2.3,Sakda,13-May-16,Arsenic
1.01,Sakda,13-May-16,Biochemical Oxygen
17.41,Sakda,13-May-16,Chemical Oxygen Demand (Cr)
3.52,Sakda,13-May-16,Chemical Oxygen Demand (Mn)
0,Sakda,13-May-16,Anionic active surfactants
0,Sakda,13-May-16,Petroleum hydrocarbons
0,Sakda,13-May-16,Atrazine
0,Sakda,13-May-16,"p,p-DDT"
0,Sakda,13-May-16,gamma-Hexachlorocyclohexane
16.8,Somchair,14-May-16,Water temperature
9.42,Somchair,14-May-16,Dissolved oxygen
219.54,Somchair,14-May-16,Total hardness
578,Somchair,14-May-16,Total dissolved salts
0.063,Somchair,14-May-16,Ammonium
0.016,Somchair,14-May-16,Nitrites
1.235,Somchair,14-May-16,Nitrates
1.64,Somchair,14-May-16,Total nitrogen
0.061,Somchair,14-May-16,Orthophosphate-phosphorus
0.104,Somchair,14-May-16,Total phosphorus
0.079,Somchair,14-May-16,Total dissolved phosphorus
65.4,Somchair,14-May-16,Calcium
13.8,Somchair,14-May-16,Magnesium
100.07,Somchair,14-May-16,Chlorides
10.87,Somchair,14-May-16,Lead
0.8214,Somchair,14-May-16,Cadmium
0,Somchair,14-May-16,Mercury
10.57,Somchair,14-May-16,Nickel
1.86,Somchair,14-May-16,Biochemical Oxygen
27.46,Somchair,14-May-16,Chemical Oxygen Demand (Cr)
4.94,Somchair,14-May-16,Chemical Oxygen Demand (Mn)
0,Somchair,14-May-16,Atrazine
0,Somchair,14-May-16,"p,p-DDT"
0,Somchair,14-May-16,gamma-Hexachlorocyclohexane
17.2,Busarakhan,14-May-16,Water temperature
8.64,Busarakhan,14-May-16,Dissolved oxygen
254.896,Busarakhan,14-May-16,Total hardness
535,Busarakhan,14-May-16,Total dissolved salts
0.092,Busarakhan,14-May-16,Ammonium
0.044,Busarakhan,14-May-16,Nitrites
0.814,Busarakhan,14-May-16,Nitrates
1.54,Busarakhan,14-May-16,Total nitrogen
0.043,Busarakhan,14-May-16,Orthophosphate-phosphorus
0.067,Busarakhan,14-May-16,Total phosphorus
0.05,Busarakhan,14-May-16,Total dissolved phosphorus
65.4,Busarakhan,14-May-16,Calcium
22.2,Busarakhan,14-May-16,Magnesium
42.64,Busarakhan,14-May-16,Chlorides
6.488,Busarakhan,14-May-16,Lead
0.2692,Busarakhan,14-May-16,Cadmium
0,Busarakhan,14-May-16,Mercury
4.823,Busarakhan,14-May-16,Nickel
2.21,Busarakhan,14-May-16,Biochemical Oxygen
29.42,Busarakhan,14-May-16,Chemical Oxygen Demand (Cr)
0,Busarakhan,14-May-16,Atrazine
0,Busarakhan,14-May-16,"p,p-DDT"
0,Busarakhan,14-May-16,gamma-Hexachlorocyclohexane
14,Tansanee,14-May-16,Water temperature
7.74,Tansanee,14-May-16,Dissolved oxygen
81.08,Tansanee,14-May-16,Oxygen saturation
241.81,Tansanee,14-May-16,Total hardness
237.13,Tansanee,14-May-16,Bicarbonates
571,Tansanee,14-May-16,Total dissolved salts
0.72,Tansanee,14-May-16,Ammonium
0.106,Tansanee,14-May-16,Nitrites
2.211,Tansanee,14-May-16,Nitrates
4.559,Tansanee,14-May-16,Total nitrogen
0.04,Tansanee,14-May-16,Orthophosphate-phosphorus
0.109,Tansanee,14-May-16,Total phosphorus
85.431,Tansanee,14-May-16,Calcium
6.912,Tansanee,14-May-16,Magnesium
116.74,Tansanee,14-May-16,Chlorides
104.424,Tansanee,14-May-16,Sulphates
1.5,Tansanee,14-May-16,Biochemical Oxygen
86.786,Tansanee,14-May-16,Chemical Oxygen Demand (Cr)
9.474,Tansanee,14-May-16,Chemical Oxygen Demand (Mn)
0,Tansanee,14-May-16,Anionic active surfactants
0.2332,Tansanee,14-May-16,Petroleum hydrocarbons
0,Tansanee,14-May-16,Atrazine
0,Tansanee,14-May-16,"p,p-DDT"
0,Tansanee,14-May-16,gamma-Hexachlorocyclohexane
16.6,Chai,14-May-16,Water temperature
0.019,Kannika,14-May-16,AGOC-3A
0.031,Kannika,14-May-16,Methylosmoline
0.009,Kannika,14-May-16,Chlorodinine
0.046,Kannika,14-May-16,AGOC-3A
0.038,Kannika,14-May-16,Methylosmoline
0.053,Kannika,14-May-16,Chlorodinine
0.039,Kannika,14-May-16,AGOC-3A
0.008,Kannika,14-May-16,Methylosmoline
0.031,Kannika,14-May-16,Chlorodinine
0.018,Sakda,14-May-16,AGOC-3A
0.034,Sakda,14-May-16,Methylosmoline
0.011,Sakda,14-May-16,Chlorodinine
0.001,Sakda,14-May-16,AGOC-3A
0.046,Sakda,14-May-16,Methylosmoline
0.024,Sakda,14-May-16,Chlorodinine
0.041,Sakda,14-May-16,AGOC-3A
0.008,Sakda,14-May-16,Methylosmoline
0.021,Sakda,14-May-16,Chlorodinine
16.6,Chai,15-May-16,Water temperature
16.6,Chai,16-May-16,Water temperature
17,Chai,17-May-16,Water temperature
17,Chai,18-May-16,Water temperature
18.7,Decha,19-May-16,Water temperature
8,Decha,19-May-16,Dissolved oxygen
86.04,Decha,19-May-16,Oxygen saturation
194.64,Decha,19-May-16,Total hardness
146.4,Decha,19-May-16,Bicarbonates
376,Decha,19-May-16,Total dissolved salts
0.052,Decha,19-May-16,Ammonium
0.013,Decha,19-May-16,Nitrites
0.257,Decha,19-May-16,Nitrates
2.206,Decha,19-May-16,Total nitrogen
0.024,Decha,19-May-16,Orthophosphate-phosphorus
0.234,Decha,19-May-16,Total phosphorus
60.84,Decha,19-May-16,Sodium
9.83,Decha,19-May-16,Potassium
51.94,Decha,19-May-16,Calcium
15.75,Decha,19-May-16,Magnesium
104.94,Decha,19-May-16,Chlorides
40.1,Decha,19-May-16,Sulphates
3.02,Decha,19-May-16,Arsenic
4.3,Decha,19-May-16,Biochemical Oxygen
39.4,Decha,19-May-16,Chemical Oxygen Demand (Cr)
8.4,Decha,19-May-16,Chemical Oxygen Demand (Mn)
0.142,Decha,19-May-16,Anionic active surfactants
0,Decha,19-May-16,Petroleum hydrocarbons
0,Decha,19-May-16,Atrazine
0,Decha,19-May-16,"p,p-DDT"
0,Decha,19-May-16,gamma-Hexachlorocyclohexane
2.58,Decha,19-May-16,Macrozoobenthos
17,Chai,19-May-16,Water temperature
17.6,Chai,20-May-16,Water temperature
8.8,Chai,20-May-16,Dissolved oxygen
0.072,Chai,20-May-16,Ammonium
0.0376,Chai,20-May-16,Nitrites
1.5,Chai,20-May-16,Nitrates
1.87,Chai,20-May-16,Total nitrogen
0.02,Chai,20-May-16,Orthophosphate-phosphorus
0.122,Chai,20-May-16,Total phosphorus
0.104,Chai,20-May-16,Total dissolved phosphorus
1.2,Chai,20-May-16,Biochemical Oxygen
17.4,Chai,20-May-16,Water temperature
8.57,Chai,20-May-16,Dissolved oxygen
0.086,Chai,20-May-16,Ammonium
0.0308,Chai,20-May-16,Nitrites
1.545,Chai,20-May-16,Nitrates
2,Chai,20-May-16,Total nitrogen
0.048,Chai,20-May-16,Orthophosphate-phosphorus
0.105,Chai,20-May-16,Total phosphorus
0.075,Chai,20-May-16,Total dissolved phosphorus
1.37,Chai,20-May-16,Biochemical Oxygen
17.3,Chai,20-May-16,Water temperature
8.55,Chai,20-May-16,Dissolved oxygen
0.032,Chai,20-May-16,Ammonium
0.0261,Chai,20-May-16,Nitrites
1.405,Chai,20-May-16,Nitrates
1.79,Chai,20-May-16,Total nitrogen
0.069,Chai,20-May-16,Orthophosphate-phosphorus
0.1,Chai,20-May-16,Total phosphorus
0.089,Chai,20-May-16,Total dissolved phosphorus
1.25,Chai,20-May-16,Biochemical Oxygen
17,Chai,21-May-16,Water temperature
19,Somchair,22-May-16,Water temperature
8.05,Somchair,22-May-16,Dissolved oxygen
0.187,Somchair,22-May-16,Ammonium
0.067,Somchair,22-May-16,Nitrites
1.387,Somchair,22-May-16,Nitrates
2.09,Somchair,22-May-16,Total nitrogen
0.04,Somchair,22-May-16,Orthophosphate-phosphorus
0.113,Somchair,22-May-16,Total phosphorus
0.049,Somchair,22-May-16,Total dissolved phosphorus
1.3,Somchair,22-May-16,Biochemical Oxygen
17,Chai,22-May-16,Water temperature
0.003,Somchair,22-May-16,AGOC-3A
130.496,Somchair,22-May-16,Methylosmoline
0.005,Somchair,22-May-16,Chlorodinine
0.069,Busarakhan,22-May-16,AGOC-3A
0.045,Busarakhan,22-May-16,Methylosmoline
0.022,Busarakhan,22-May-16,Chlorodinine
17.6,Chai,23-May-16,Water temperature
17.6,Chai,24-May-16,Water temperature
17.6,Chai,25-May-16,Water temperature
22,Busarakhan,26-May-16,Water temperature
7.31,Busarakhan,26-May-16,Dissolved oxygen
0.085,Busarakhan,26-May-16,Ammonium
0.032,Busarakhan,26-May-16,Nitrites
1.267,Busarakhan,26-May-16,Nitrates
1.69,Busarakhan,26-May-16,Total nitrogen
0.035,Busarakhan,26-May-16,Orthophosphate-phosphorus
0.059,Busarakhan,26-May-16,Total phosphorus
0.05,Busarakhan,26-May-16,Total dissolved phosphorus
3.55,Busarakhan,26-May-16,Biochemical Oxygen
17.8,Chai,26-May-16,Water temperature
18,Chai,27-May-16,Water temperature
19.5,Boonsri,28-May-16,Water temperature
8,Boonsri,28-May-16,Dissolved oxygen
89.59,Boonsri,28-May-16,Oxygen saturation
161.53,Boonsri,28-May-16,Total hardness
168.97,Boonsri,28-May-16,Bicarbonates
215,Boonsri,28-May-16,Total dissolved salts
0.052,Boonsri,28-May-16,Ammonium
0.032,Boonsri,28-May-16,Nitrites
1.06,Boonsri,28-May-16,Nitrates
1.442,Boonsri,28-May-16,Total nitrogen
0.022,Boonsri,28-May-16,Orthophosphate-phosphorus
0.043,Boonsri,28-May-16,Total phosphorus
0.025,Boonsri,28-May-16,Total dissolved phosphorus
18,Boonsri,28-May-16,Sodium
3,Boonsri,28-May-16,Potassium
47.38,Boonsri,28-May-16,Calcium
10.67,Boonsri,28-May-16,Magnesium
12.475,Boonsri,28-May-16,Chlorides
27.02,Boonsri,28-May-16,Sulphates
2.27,Boonsri,28-May-16,Biochemical Oxygen
12.54,Boonsri,28-May-16,Chemical Oxygen Demand (Cr)
3.07,Boonsri,28-May-16,Chemical Oxygen Demand (Mn)
3.82,Boonsri,28-May-16,Total organic carbon
0.211,Boonsri,28-May-16,Anionic active surfactants
0,Boonsri,28-May-16,Petroleum hydrocarbons
16.4,Boonsri,28-May-16,AOX
0,Boonsri,28-May-16,Atrazine
0,Boonsri,28-May-16,"p,p-DDT"
0,Boonsri,28-May-16,gamma-Hexachlorocyclohexane
19.5,Boonsri,28-May-16,Water temperature
7.9,Boonsri,28-May-16,Dissolved oxygen
88.47,Boonsri,28-May-16,Oxygen saturation
157.61,Boonsri,28-May-16,Total hardness
165.31,Boonsri,28-May-16,Bicarbonates
218,Boonsri,28-May-16,Total dissolved salts
0.056,Boonsri,28-May-16,Ammonium
0.032,Boonsri,28-May-16,Nitrites
1.27,Boonsri,28-May-16,Nitrates
1.934,Boonsri,28-May-16,Total nitrogen
0.023,Boonsri,28-May-16,Orthophosphate-phosphorus
0.045,Boonsri,28-May-16,Total phosphorus
0.029,Boonsri,28-May-16,Total dissolved phosphorus
18,Boonsri,28-May-16,Sodium
3,Boonsri,28-May-16,Potassium
47.38,Boonsri,28-May-16,Calcium
9.7,Boonsri,28-May-16,Magnesium
13.209,Boonsri,28-May-16,Chlorides
22.17,Boonsri,28-May-16,Sulphates
2.01,Boonsri,28-May-16,Biochemical Oxygen
11.53,Boonsri,28-May-16,Chemical Oxygen Demand (Cr)
3.01,Boonsri,28-May-16,Chemical Oxygen Demand (Mn)
3.679,Boonsri,28-May-16,Total organic carbon
0.164,Boonsri,28-May-16,Anionic active surfactants
0,Boonsri,28-May-16,Petroleum hydrocarbons
15.2,Boonsri,28-May-16,AOX
0,Boonsri,28-May-16,Atrazine
0,Boonsri,28-May-16,"p,p-DDT"
0,Boonsri,28-May-16,gamma-Hexachlorocyclohexane
29.5,Boonsri,28-May-16,Water temperature
7.7,Boonsri,28-May-16,Dissolved oxygen
86.23,Boonsri,28-May-16,Oxygen saturation
153.69,Boonsri,28-May-16,Total hardness
166.53,Boonsri,28-May-16,Bicarbonates
222,Boonsri,28-May-16,Total dissolved salts
0.057,Boonsri,28-May-16,Ammonium
0.033,Boonsri,28-May-16,Nitrites
1.23,Boonsri,28-May-16,Nitrates
1.758,Boonsri,28-May-16,Total nitrogen
0.022,Boonsri,28-May-16,Orthophosphate-phosphorus
0.05,Boonsri,28-May-16,Total phosphorus
0.028,Boonsri,28-May-16,Total dissolved phosphorus
17,Boonsri,28-May-16,Sodium
3,Boonsri,28-May-16,Potassium
44.22,Boonsri,28-May-16,Calcium
10.67,Boonsri,28-May-16,Magnesium
12.842,Boonsri,28-May-16,Chlorides
20.38,Boonsri,28-May-16,Sulphates
2.06,Boonsri,28-May-16,Biochemical Oxygen
11.87,Boonsri,28-May-16,Chemical Oxygen Demand (Cr)
3.2,Boonsri,28-May-16,Chemical Oxygen Demand (Mn)
3.785,Boonsri,28-May-16,Total organic carbon
0.223,Boonsri,28-May-16,Anionic active surfactants
0,Boonsri,28-May-16,Petroleum hydrocarbons
15.6,Boonsri,28-May-16,AOX
0,Boonsri,28-May-16,Atrazine
0,Boonsri,28-May-16,"p,p-DDT"
0,Boonsri,28-May-16,gamma-Hexachlorocyclohexane
18.6,Chai,28-May-16,Water temperature
23,Kohsoom,28-May-16,Water temperature
5.8,Kohsoom,28-May-16,Dissolved oxygen
69.21,Kohsoom,28-May-16,Oxygen saturation
243.356,Kohsoom,28-May-16,Total hardness
168.116,Kohsoom,28-May-16,Bicarbonates
275,Kohsoom,28-May-16,Total dissolved salts
0.4228,Kohsoom,28-May-16,Ammonium
0.097,Kohsoom,28-May-16,Nitrites
1.0975,Kohsoom,28-May-16,Nitrates
2.115,Kohsoom,28-May-16,Total nitrogen
0.1424,Kohsoom,28-May-16,Orthophosphate-phosphorus
0.195,Kohsoom,28-May-16,Total phosphorus
0.1615,Kohsoom,28-May-16,Total dissolved phosphorus
25.7,Kohsoom,28-May-16,Sodium
2.5,Kohsoom,28-May-16,Potassium
52.09,Kohsoom,28-May-16,Calcium
10.42,Kohsoom,28-May-16,Magnesium
30.792,Kohsoom,28-May-16,Chlorides
52.379,Kohsoom,28-May-16,Sulphates
3,Kohsoom,28-May-16,Biochemical Oxygen
39.2,Kohsoom,28-May-16,Chemical Oxygen Demand (Cr)
6.72,Kohsoom,28-May-16,Chemical Oxygen Demand (Mn)
3.55,Kohsoom,28-May-16,Total organic carbon
0.498,Kohsoom,28-May-16,Anionic active surfactants
0,Kohsoom,28-May-16,Petroleum hydrocarbons
27.3,Kohsoom,28-May-16,AOX
0,Kohsoom,28-May-16,Atrazine
0,Kohsoom,28-May-16,"p,p-DDT"
0,Kohsoom,28-May-16,gamma-Hexachlorocyclohexane
18.6,Chai,29-May-16,Water temperature
19,Chai,30-May-16,Water temperature
18.6,Chai,31-May-16,Water temperature
18.4,Chai,1-Jun-16,Water temperature
19,Chai,2-Jun-16,Water temperature
20,Boonsri,3-Jun-16,Water temperature
0,Boonsri,3-Jun-16,Ammonium
0.025,Boonsri,3-Jun-16,Nitrites
0.69,Boonsri,3-Jun-16,Nitrates
0.956,Boonsri,3-Jun-16,Total nitrogen
0.027,Boonsri,3-Jun-16,Orthophosphate-phosphorus
0.037,Boonsri,3-Jun-16,Total phosphorus
0.03,Boonsri,3-Jun-16,Total dissolved phosphorus
1.9,Boonsri,3-Jun-16,Biochemical Oxygen
18.8,Chai,3-Jun-16,Water temperature
7.77,Chai,3-Jun-16,Dissolved oxygen
162.692,Chai,3-Jun-16,Total hardness
244,Chai,3-Jun-16,Total dissolved salts
0,Chai,3-Jun-16,Ammonium
0.033,Chai,3-Jun-16,Nitrites
1.497,Chai,3-Jun-16,Nitrates
1.81,Chai,3-Jun-16,Total nitrogen
0.063,Chai,3-Jun-16,Orthophosphate-phosphorus
0.082,Chai,3-Jun-16,Total phosphorus
0.079,Chai,3-Jun-16,Total dissolved phosphorus
46,Chai,3-Jun-16,Calcium
11.6,Chai,3-Jun-16,Magnesium
17.53,Chai,3-Jun-16,Chlorides
1.973,Chai,3-Jun-16,Lead
0,Chai,3-Jun-16,Cadmium
0.099,Chai,3-Jun-16,Mercury
2.896,Chai,3-Jun-16,Nickel
0.9,Chai,3-Jun-16,Biochemical Oxygen
19.68,Chai,3-Jun-16,Chemical Oxygen Demand (Cr)
3.07,Chai,3-Jun-16,Chemical Oxygen Demand (Mn)
0,Chai,3-Jun-16,Atrazine
0,Chai,3-Jun-16,"p,p-DDT"
0,Chai,3-Jun-16,gamma-Hexachlorocyclohexane
18.7,Chai,3-Jun-16,Water temperature
7.9,Chai,3-Jun-16,Dissolved oxygen
152.724,Chai,3-Jun-16,Total hardness
237,Chai,3-Jun-16,Total dissolved salts
0,Chai,3-Jun-16,Ammonium
0.025,Chai,3-Jun-16,Nitrites
1.63,Chai,3-Jun-16,Nitrates
1.91,Chai,3-Jun-16,Total nitrogen
0.071,Chai,3-Jun-16,Orthophosphate-phosphorus
0.082,Chai,3-Jun-16,Total phosphorus
0.081,Chai,3-Jun-16,Total dissolved phosphorus
46,Chai,3-Jun-16,Calcium
9.2,Chai,3-Jun-16,Magnesium
16.16,Chai,3-Jun-16,Chlorides
1.973,Chai,3-Jun-16,Lead
0,Chai,3-Jun-16,Cadmium
0.068,Chai,3-Jun-16,Mercury
0,Chai,3-Jun-16,Nickel
1.02,Chai,3-Jun-16,Biochemical Oxygen
21.65,Chai,3-Jun-16,Chemical Oxygen Demand (Cr)
3.54,Chai,3-Jun-16,Chemical Oxygen Demand (Mn)
0,Chai,3-Jun-16,Atrazine
0,Chai,3-Jun-16,"p,p-DDT"
0,Chai,3-Jun-16,gamma-Hexachlorocyclohexane
18.8,Chai,3-Jun-16,Water temperature
7.68,Chai,3-Jun-16,Dissolved oxygen
152.724,Chai,3-Jun-16,Total hardness
238,Chai,3-Jun-16,Total dissolved salts
0,Chai,3-Jun-16,Ammonium
0.039,Chai,3-Jun-16,Nitrites
1.75,Chai,3-Jun-16,Nitrates
2.08,Chai,3-Jun-16,Total nitrogen
0.085,Chai,3-Jun-16,Orthophosphate-phosphorus
0.09,Chai,3-Jun-16,Total phosphorus
0.087,Chai,3-Jun-16,Total dissolved phosphorus
46,Chai,3-Jun-16,Calcium
9.2,Chai,3-Jun-16,Magnesium
15.47,Chai,3-Jun-16,Chlorides
1.973,Chai,3-Jun-16,Lead
0,Chai,3-Jun-16,Cadmium
0.072,Chai,3-Jun-16,Mercury
0,Chai,3-Jun-16,Nickel
1.11,Chai,3-Jun-16,Biochemical Oxygen
25.58,Chai,3-Jun-16,Chemical Oxygen Demand (Cr)
4,Chai,3-Jun-16,Chemical Oxygen Demand (Mn)
0,Chai,3-Jun-16,Atrazine
0,Chai,3-Jun-16,"p,p-DDT"
0,Chai,3-Jun-16,gamma-Hexachlorocyclohexane
20,Kannika,3-Jun-16,Water temperature
7.32,Kannika,3-Jun-16,Dissolved oxygen
80.53,Kannika,3-Jun-16,Oxygen saturation
173.728,Kannika,3-Jun-16,Total hardness
164.7,Kannika,3-Jun-16,Bicarbonates
245.4,Kannika,3-Jun-16,Total dissolved salts
0.134,Kannika,3-Jun-16,Ammonium
0.025,Kannika,3-Jun-16,Nitrites
0.59,Kannika,3-Jun-16,Nitrates
1.326,Kannika,3-Jun-16,Total nitrogen
0.051,Kannika,3-Jun-16,Orthophosphate-phosphorus
0.176,Kannika,3-Jun-16,Total phosphorus
0.108,Kannika,3-Jun-16,Total dissolved phosphorus
56.11,Kannika,3-Jun-16,Calcium
8.27,Kannika,3-Jun-16,Magnesium
20.37,Kannika,3-Jun-16,Chlorides
25.94,Kannika,3-Jun-16,Sulphates
0,Kannika,3-Jun-16,Zinc
9.31,Kannika,3-Jun-16,Copper
1.76,Kannika,3-Jun-16,Chromium
1.82,Kannika,3-Jun-16,Lead
0.19,Kannika,3-Jun-16,Cadmium
0,Kannika,3-Jun-16,Mercury
4.69,Kannika,3-Jun-16,Nickel
2.2,Kannika,3-Jun-16,Arsenic
1.14,Kannika,3-Jun-16,Biochemical Oxygen
10.57,Kannika,3-Jun-16,Chemical Oxygen Demand (Cr)
3.96,Kannika,3-Jun-16,Chemical Oxygen Demand (Mn)
0,Kannika,3-Jun-16,Anionic active surfactants
0,Kannika,3-Jun-16,Petroleum hydrocarbons
0,Kannika,3-Jun-16,Atrazine
0,Kannika,3-Jun-16,"p,p-DDT"
0,Kannika,3-Jun-16,gamma-Hexachlorocyclohexane
19.9,Kannika,3-Jun-16,Water temperature
